"index","Genus","SpecificEpithet","InfraspecificRank","InfraspecificName","Authority","InfraspecificAuthority","AuthorityCorrected","Cultivar","OriginalName","TaxonNameAuthorCV","TaxonNameAuthor","TaxonNameCV","TaxonName","Code_No","Num","Family","EndangeredSpecies","RarePlants","ExoticPlants","KoreanEndemicPlants","ClimateSensitiveBiologicalIndicatorSpecies","KoreanRedListOfThreatenedSpecies","BiologicalResourcesSubjectToTheApprovalOfOutboundTransfer","FloristicTargetSpecies","PlantsAdaptableToClimateChange","Native_NABI","Cultivated_NABI","Naturalized_NABI"
284,"Prunus","spachiana","","","(Lavallée ex H.Otto) Kitam.","","(Lavallée ex H.Otto) Kitam.","","Prunus spachiana (Lavallée ex H. Otto) Kitam.","Prunus spachiana (Lavallée ex H.Otto) Kitam.","Prunus spachiana (Lavallée ex H.Otto) Kitam.","Prunus spachiana","Prunus spachiana",13912,1647,"Rosaceae","","","","","","","","","","",1,""
285,"Prunus","speciosa","","","(Koidz.) Nakai","","(Koidz.) Nakai","","Prunus speciosa (Koidz.) Nakai","Prunus speciosa (Koidz.) Nakai","Prunus speciosa (Koidz.) Nakai","Prunus speciosa","Prunus speciosa",13914,1649,"Rosaceae","","","PIP (CAP)","","","","","","","",1,""
286,"Prunus","tomentosa","","","Thunb.","","Thunb.","","Prunus tomentosa Thunb.","Prunus tomentosa Thunb.","Prunus tomentosa Thunb.","Prunus tomentosa","Prunus tomentosa",13926,1651,"Rosaceae","","","PIP (CAP)","","","","","","","",1,""
287,"Prunus","× yedoensis","","","Matsum.","","Matsum.","","Prunus × yedoensis Matsum.","Prunus × yedoensis Matsum.","Prunus × yedoensis Matsum.","Prunus × yedoensis","Prunus × yedoensis",20089,1657,"Rosaceae","","","","","","","","","","",1,""
288,"Pyracantha","angustifolia","","","(Franch.) C.K.Schneid.","","(Franch.) C.K.Schneid.","","Pyracantha angustifolia (Franch.) C. K. Schneid.","Pyracantha angustifolia (Franch.) C.K.Schneid.","Pyracantha angustifolia (Franch.) C.K.Schneid.","Pyracantha angustifolia","Pyracantha angustifolia",14106,1658,"Rosaceae","","","","","","","","","","",1,""
289,"Pyrus","communis","","","L.","","L.","","Pyrus communis L.","Pyrus communis L.","Pyrus communis L.","Pyrus communis","Pyrus communis",14146,1660,"Rosaceae","","","","","","","","","","",1,""
290,"Pyrus","pyrifolia","var.","cultiva","(Burm. f.) Nakai","(Makino) Nakai","(Makino) Nakai","","Pyrus pyrifolia (Burm. f.) Nakai var. cultiva (Makino) Nakai","Pyrus pyrifolia var. cultiva (Makino) Nakai","Pyrus pyrifolia var. cultiva (Makino) Nakai","Pyrus pyrifolia var. cultiva","Pyrus pyrifolia var. cultiva",14152,1664,"Rosaceae","","","","","","","","","","",1,""
291,"Pyrus","ussuriensis","","","Maxim.","","Maxim.","","Pyrus ussuriensis Maxim.","Pyrus ussuriensis Maxim.","Pyrus ussuriensis Maxim.","Pyrus ussuriensis","Pyrus ussuriensis",14158,1666,"Rosaceae","","","","","","","1","Ⅰ","","1",1,""
292,"Pyrus","ussuriensis","var.","macrostipes","Maxim.","(Nakai) T.B.Lee","(Nakai) T.B.Lee","","Pyrus ussuriensis Maxim. var. macrostipes (Nakai) T. B. Lee","Pyrus ussuriensis var. macrostipes (Nakai) T.B.Lee","Pyrus ussuriensis var. macrostipes (Nakai) T.B.Lee","Pyrus ussuriensis var. macrostipes","Pyrus ussuriensis var. macrostipes",14162,1670,"Rosaceae","","","","","","","","","","",1,""
293,"Rhaphiolepis","indica","var.","umbellata","(L.) Lindl.","(Thunb.) Ohashi","(Thunb.) Ohashi","","Rhaphiolepis indica (L.) Lindl. var. umbellata (Thunb.) Ohashi","Rhaphiolepis indica var. umbellata (Thunb.) Ohashi","Rhaphiolepis indica var. umbellata (Thunb.) Ohashi","Rhaphiolepis indica var. umbellata","Rhaphiolepis indica var. umbellata",14345,1679,"Rosaceae","","","","","1","","1","Ⅲ","Southern","1",1,""
294,"Rosa","banksiae","","","R.Br.","","R.Br.","","Rosa banksiae R. Br.","Rosa banksiae R.Br.","Rosa banksiae R.Br.","Rosa banksiae","Rosa banksiae",14811,1682,"Rosaceae","","","","","","","","","","",1,""
295,"Rosa","chinensis","","","Jacq.","","Jacq.","","Rosa chinensis Jacq.","Rosa chinensis Jacq.","Rosa chinensis Jacq.","Rosa chinensis","Rosa chinensis",14813,1683,"Rosaceae","","","","","","","","","","",1,""
296,"Rosa","multiflora","var.","platyphylla","Thunb.","Thory","Thory","","Rosa multiflora Thunb. var. platyphylla Thory","Rosa multiflora var. platyphylla Thory","Rosa multiflora var. platyphylla Thory","Rosa multiflora var. platyphylla","Rosa multiflora var. platyphylla",14869,1696,"Rosaceae","","","PIP (CAP)","","","","","","","",1,""
297,"Rosa","rugosa","","","Thunb.","","Thunb.","","Rosa rugosa Thunb.","Rosa rugosa Thunb.","Rosa rugosa Thunb.","Rosa rugosa","Rosa rugosa",14884,1698,"Rosaceae","","","","","","","1","Ⅱ","","1",1,""
298,"Rosa","rugosa","f.","plena","Thunb.","(Regel) Bijh.","(Regel) Bijh.","","Rosa rugosa Thunb. forma plena (Regel) Bijh.","Rosa rugosa f. plena (Regel) Bijh.","Rosa rugosa f. plena (Regel) Bijh.","Rosa rugosa f. plena","Rosa rugosa f. plena",14885,1701,"Rosaceae","","","","","","","","","","",1,""
299,"Rosa","xanthina","","","Lindl.","","Lindl.","","Rosa xanthina Lindl.","Rosa xanthina Lindl.","Rosa xanthina Lindl.","Rosa xanthina","Rosa xanthina",14901,1708,"Rosaceae","","","","","","","","","","",1,""
300,"Rubus","coreanus","","","Miq.","","Miq.","","Rubus coreanus Miq.","Rubus coreanus Miq.","Rubus coreanus Miq.","Rubus coreanus","Rubus coreanus",14946,1715,"Rosaceae","","","","","","","1","","","1",1,""
301,"Rubus","occidentalis","","","L.","","L.","","Rubus occidentalis L.","Rubus occidentalis L.","Rubus occidentalis L.","Rubus occidentalis","Rubus occidentalis",14976,1730,"Rosaceae","","","","","","","","","","",1,""
302,"Sanguisorba","minor","","","Scop.","","Scop.","","Sanguisorba minor Scop.","Sanguisorba minor Scop.","Sanguisorba minor Scop.","Sanguisorba minor","Sanguisorba minor",15290,1750,"Rosaceae","","","PIP (UN)","","","","","","","",1,""
303,"Sorbaria","sorbifolia","var.","stellipila","(L.) A.Braun","Maxim.","Maxim.","","Sorbaria sorbifolia (L.) A. Braun var. stellipila Maxim.","Sorbaria sorbifolia var. stellipila Maxim.","Sorbaria sorbifolia var. stellipila Maxim.","Sorbaria sorbifolia var. stellipila","Sorbaria sorbifolia var. stellipila",16096,1760,"Rosaceae","","","","","","","1","Ⅲ","","1",1,""
304,"Sorbus","alnifolia","","","(Siebold & Zucc.) C.Koch","","(Siebold & Zucc.) C.Koch","","Sorbus alnifolia (Siebold & Zucc.) C. Koch","Sorbus alnifolia (Siebold & Zucc.) C.Koch","Sorbus alnifolia (Siebold & Zucc.) C.Koch","Sorbus alnifolia","Sorbus alnifolia",16102,1763,"Rosaceae","","","","","","","1","","","1",1,""
305,"Sorbus","commixta","","","Hedl.","","Hedl.","","Sorbus commixta Hedl.","Sorbus commixta Hedl.","Sorbus commixta Hedl.","Sorbus commixta","Sorbus commixta",16127,1772,"Rosaceae","","","","","","","1","Ⅱ","","1",1,""
306,"Spiraea","cantoniensis","","","Lour.","","Lour.","","Spiraea cantoniensis Lour.","Spiraea cantoniensis Lour.","Spiraea cantoniensis Lour.","Spiraea cantoniensis","Spiraea cantoniensis",16195,1780,"Rosaceae","","","PIP (CAP)","","","","","","","",1,""
307,"Spiraea","japonica","","","L. f.","","L. f.","","Spiraea japonica L. f.","Spiraea japonica L. f.","Spiraea japonica L. f.","Spiraea japonica","Spiraea japonica",16210,1787,"Rosaceae","","","","","","","","","","",1,""
308,"Spiraea","prunifolia","var.","simpliciflora","Siebold & Zucc.","(Nakai) Nakai","(Nakai) Nakai","","Spiraea prunifolia Siebold & Zucc. var. simpliciflora (Nakai) Nakai","Spiraea prunifolia var. simpliciflora (Nakai) Nakai","Spiraea prunifolia var. simpliciflora (Nakai) Nakai","Spiraea prunifolia var. simpliciflora","Spiraea prunifolia var. simpliciflora",16224,1793,"Rosaceae","","","","","","","1","","","1",1,""
309,"Spiraea","thunbergii","","","Siebold ex Blume","","Siebold ex Blume","","Spiraea thunbergii Siebold ex Blume","Spiraea thunbergii Siebold ex Blume","Spiraea thunbergii Siebold ex Blume","Spiraea thunbergii","Spiraea thunbergii",16235,1799,"Rosaceae","","","PIP (CAP)","","","","","","","",1,""
310,"Stephanandra","tanakae","","","Franch. & Sav.","","Franch. & Sav.","","Stephanandra tanakae Franch. & Sav.","Stephanandra tanakae Franch. & Sav.","Stephanandra tanakae Franch. & Sav.","Stephanandra tanakae","Stephanandra tanakae",16318,1803,"Rosaceae","","","","","","","","","","",1,""
311,"Ulmus","parvifolia","","","Jacq.","","Jacq.","","Ulmus parvifolia Jacq.","Ulmus parvifolia Jacq.","Ulmus parvifolia Jacq.","Ulmus parvifolia","Ulmus parvifolia",17117,1812,"Ulmaceae","","","","","","","1","Ⅰ","","1",1,""
312,"Zelkova","serrata","","","(Thunb.) Makino","","(Thunb.) Makino","","Zelkova serrata (Thunb.) Makino","Zelkova serrata (Thunb.) Makino","Zelkova serrata (Thunb.) Makino","Zelkova serrata","Zelkova serrata",17815,1815,"Ulmaceae","","","","","","","1","","","1",1,""
313,"Boehmeria","nivea","","","(L.) Gaudich.","","(L.) Gaudich.","","Boehmeria nivea (L.) Gaudich.","Boehmeria nivea (L.) Gaudich.","Boehmeria nivea (L.) Gaudich.","Boehmeria nivea","Boehmeria nivea",2320,1819,"Urticaceae","","","","","","","","","","1",1,""
314,"Begonia","semperflorens","","","Link & Otto","","Link & Otto","","Begonia semperflorens Link & Otto","Begonia semperflorens Link & Otto","Begonia semperflorens Link & Otto","Begonia semperflorens","Begonia semperflorens",2107,1851,"Begoniaceae","","","","","","","","","","",1,""
315,"Benincasa","hispida","","","(Thunb.) Cogn.","","(Thunb.) Cogn.","","Benincasa hispida (Thunb.) Cogn.","Benincasa hispida (Thunb.) Cogn.","Benincasa hispida (Thunb.) Cogn.","Benincasa hispida","Benincasa hispida",2119,1853,"Cucurbitaceae","","","","","","","","","","",1,""
316,"Citrullus","battich","","","Forssk.","","Forssk.","","Citrullus battich Forssk.","Citrullus battich Forssk.","Citrullus battich Forssk.","Citrullus battich","Citrullus battich",4265,1854,"Cucurbitaceae","","","PIP (CAP)","","","","","","","",1,""
317,"Cucumis","melo","","","L.","","L.","","Cucumis melo L.","Cucumis melo L.","Cucumis melo L.","Cucumis melo","Cucumis melo",5118,1855,"Cucurbitaceae","","","PIP (CAP)","","","","","","","",1,""
318,"Cucumis","melo","var.","makuwa","L.","Makino","Makino","","Cucumis melo L. var. makuwa Makino","Cucumis melo var. makuwa Makino","Cucumis melo var. makuwa Makino","Cucumis melo var. makuwa","Cucumis melo var. makuwa",5119,1856,"Cucurbitaceae","","","","","","","","","","",1,""
319,"Cucumis","sativus","","","L.","","L.","","Cucumis sativus L.","Cucumis sativus L.","Cucumis sativus L.","Cucumis sativus","Cucumis sativus",5121,1857,"Cucurbitaceae","","","","","","","","","","",1,""
320,"Cucurbita","moschata","","","Duchesne","","Duchesne","","Cucurbita moschata Duchesne","Cucurbita moschata Duchesne","Cucurbita moschata Duchesne","Cucurbita moschata","Cucurbita moschata",5123,1858,"Cucurbitaceae","","","","","","","","","","",1,""
321,"Lagenaria","leucantha","var.","gourda","Rusby","(Ser.) Makino","(Ser.) Makino","","Lagenaria leucantha Rusby var. gourda (Ser.) Makino","Lagenaria leucantha var. gourda (Ser.) Makino","Lagenaria leucantha var. gourda (Ser.) Makino","Lagenaria leucantha var. gourda","Lagenaria leucantha var. gourda",9983,1860,"Cucurbitaceae","","","","","","","","","","",1,""
322,"Lagenaria","siceraria","var.","depressa","(Molina) Standl.","(Ser.) H.Hara","(Ser.) H.Hara","","Lagenaria siceraria (Molina) Standl. var. depressa (Ser.) H. Hara","Lagenaria siceraria var. depressa (Ser.) H.Hara","Lagenaria siceraria var. depressa (Ser.) H.Hara","Lagenaria siceraria var. depressa","Lagenaria siceraria var. depressa",9987,1861,"Cucurbitaceae","","","","","","","","","","",1,""
323,"Luffa","cylindrica","","","(L.) M.Roem.","","(L.) M.Roem.","","Luffa cylindrica (L.) M. Roem.","Luffa cylindrica (L.) M.Roem.","Luffa cylindrica (L.) M.Roem.","Luffa cylindrica","Luffa cylindrica",10737,1862,"Cucurbitaceae","","","","","","","","","","",1,""
324,"Momordica","charantia","","","L.","","L.","","Momordica charantia L.","Momordica charantia L.","Momordica charantia L.","Momordica charantia","Momordica charantia",11527,1864,"Cucurbitaceae","","","","","","","","","","",1,""
325,"Trichosanthes","kirilowii","","","Maxim.","","Maxim.","","Trichosanthes kirilowii Maxim.","Trichosanthes kirilowii Maxim.","Trichosanthes kirilowii Maxim.","Trichosanthes kirilowii","Trichosanthes kirilowii",16919,1869,"Cucurbitaceae","","","","","","","1","","","1",1,""
326,"Trichosanthes","kirilowii","var.","japonica","Maxim.","(Miq.) Kitam.","(Miq.) Kitam.","","Trichosanthes kirilowii Maxim. var. japonica (Miq.) Kitam.","Trichosanthes kirilowii var. japonica (Miq.) Kitam.","Trichosanthes kirilowii var. japonica (Miq.) Kitam.","Trichosanthes kirilowii var. japonica","Trichosanthes kirilowii var. japonica",16920,1870,"Cucurbitaceae","","","","","","","1","Ⅲ","","1",1,""
327,"Alnus","firma","","","Siebold & Zucc.","","Siebold & Zucc.","","Alnus firma Siebold & Zucc.","Alnus firma Siebold & Zucc.","Alnus firma Siebold & Zucc.","Alnus firma","Alnus firma",917,1872,"Betulaceae","","","PIP (CAP)","","","","","","","",1,""
328,"Alnus","hirsuta","","","Turcz. ex Rupr.","","Turcz. ex Rupr.","","Alnus hirsuta Turcz. ex Rupr.","Alnus hirsuta Turcz. ex Rupr.","Alnus hirsuta Turcz. ex Rupr.","Alnus hirsuta","Alnus hirsuta",925,1873,"Betulaceae","","","","","","","","","","1",1,""
329,"Alnus","pendula","","","Matsum.","","Matsum.","","Alnus pendula Matsum.","Alnus pendula Matsum.","Alnus pendula Matsum.","Alnus pendula","Alnus pendula",947,1883,"Betulaceae","","","PIP (CAP)","","","","","","","",1,""
330,"Betula","fruticosa","","","Pall.","","Pall.","","Betula fruticosa Pall.","Betula fruticosa Pall.","Betula fruticosa Pall.","Betula fruticosa","Betula fruticosa",2219,1891,"Betulaceae","","","","","","","","","","1",1,""
331,"Betula","pendula","","","Roth","","Roth","","Betula pendula Roth","Betula pendula Roth","Betula pendula Roth","Betula pendula","Betula pendula",2238,1893,"Betulaceae","","","","","","","","","","1",1,""
332,"Carpinus","turczaninowii","","","Hance","","Hance","","Carpinus turczaninowii Hance","Carpinus turczaninowii Hance","Carpinus turczaninowii Hance","Carpinus turczaninowii","Carpinus turczaninowii",3589,1903,"Betulaceae","","","","","","","","Ⅰ","","1",1,""
333,"Castanea","crenata","","","Siebold & Zucc.","","Siebold & Zucc.","","Castanea crenata Siebold & Zucc.","Castanea crenata Siebold & Zucc.","Castanea crenata Siebold & Zucc.","Castanea crenata","Castanea crenata",3677,1910,"Fagaceae","","","","","","","","","","1",1,""
334,"Castanea","crenata","var.","kusakuri","Siebold & Zucc.","(Blume) A.Camus","(Blume) A.Camus","","Castanea crenata Siebold & Zucc. var. kusakuri (Blume) A. Camus","Castanea crenata var. kusakuri (Blume) A.Camus","Castanea crenata var. kusakuri (Blume) A.Camus","Castanea crenata var. kusakuri","Castanea crenata var. kusakuri",3685,1911,"Fagaceae","","","","","","","","","","1",1,""
335,"Castanea","mollissima","","","Blume","","Blume","","Castanea mollissima Blume","Castanea mollissima Blume","Castanea mollissima Blume","Castanea mollissima","Castanea mollissima",3690,1912,"Fagaceae","","","","","","","","","","1",1,""
336,"Quercus","acutissima","","","Carruth.","","Carruth.","","Quercus acutissima Carruth.","Quercus acutissima Carruth.","Quercus acutissima Carruth.","Quercus acutissima","Quercus acutissima",14196,1919,"Fagaceae","","","","","","","1","","","1",1,""
337,"Quercus","aliena","","","Blume","","Blume","","Quercus aliena Blume","Quercus aliena Blume","Quercus aliena Blume","Quercus aliena","Quercus aliena",14200,1920,"Fagaceae","","","","","","","","","","1",1,""
338,"Quercus","ilex","","","L.","","L.","","Quercus ilex L.","Quercus ilex L.","Quercus ilex L.","Quercus ilex","Quercus ilex",14224,1931,"Fagaceae","","","","","","","","","","",1,""
339,"Quercus","mongolica","","","Fisch. ex Ledeb.","","Fisch. ex Ledeb.","","Quercus mongolica Fisch. ex Ledeb.","Quercus mongolica Fisch. ex Ledeb.","Quercus mongolica Fisch. ex Ledeb.","Quercus mongolica","Quercus mongolica",14229,1932,"Fagaceae","","","","","","","","","","1",1,""
340,"Quercus","palustris","","","Munchh.","","Munchh.","","Quercus palustris Munchh.","Quercus palustris Munchh.","Quercus palustris Munchh.","Quercus palustris","Quercus palustris",14238,1936,"Fagaceae","","","","","","","","","","",1,""
341,"Quercus","phillyreoides","","","A.Gray","","A.Gray","","Quercus phillyreoides A. Gray","Quercus phillyreoides A.Gray","Quercus phillyreoides A.Gray","Quercus phillyreoides","Quercus phillyreoides",14240,1937,"Fagaceae","","","","","","","","","","",1,""
342,"Quercus","rubra","","","L.","","L.","","Quercus rubra L.","Quercus rubra L.","Quercus rubra L.","Quercus rubra","Quercus rubra",14245,1938,"Fagaceae","","","","","","","","","","",1,""
343,"Quercus","serrata","","","Murray","","Murray","","Quercus serrata Murray","Quercus serrata Murray","Quercus serrata Murray","Quercus serrata","Quercus serrata",14251,1941,"Fagaceae","","","","","","","","","","1",1,""
344,"Quercus","variabilis","","","Blume","","Blume","","Quercus variabilis Blume","Quercus variabilis Blume","Quercus variabilis Blume","Quercus variabilis","Quercus variabilis",14255,1943,"Fagaceae","","","","","","","1","","","1",1,""
345,"Juglans","regia","","","L.","","L.","","Juglans regia L.","Juglans regia L.","Juglans regia L.","Juglans regia","Juglans regia",9693,1956,"Juglandaceae","","","","","","","","","","",1,""
346,"Pterocarya","rhoifolia","","","Siebold & Zucc.","","Siebold & Zucc.","","Pterocarya rhoifolia Siebold & Zucc.","Pterocarya rhoifolia Siebold & Zucc.","Pterocarya rhoifolia Siebold & Zucc.","Pterocarya rhoifolia","Pterocarya rhoifolia",14028,1959,"Juglandaceae","","","","","","","","","","",1,""
347,"Pterocarya","stenoptera","","","C.DC.","","C.DC.","","Pterocarya stenoptera C. DC.","Pterocarya stenoptera C.DC.","Pterocarya stenoptera C.DC.","Pterocarya stenoptera","Pterocarya stenoptera",14029,1960,"Juglandaceae","","","IAP (NP)","","","","","","","",1,"1"
348,"Erodium","moschatum","","","(L.) L'Hér.","","(L.) L'Hér.","","Erodium moschatum (L.) L'Hér.","Erodium moschatum (L.) L'Hér.","Erodium moschatum (L.) L'Hér.","Erodium moschatum","Erodium moschatum",6524,1963,"Geraniaceae","","","","","","","","","","",1,""
349,"Geranium","wlassovianum","","","Fisch. ex Link","","Fisch. ex Link","","Geranium wlassovianum Fisch. ex Link","Geranium wlassovianum Fisch. ex Link","Geranium wlassovianum Fisch. ex Link","Geranium wlassovianum","Geranium wlassovianum",7450,1992,"Geraniaceae","","","","","","","","","","1",1,""
350,"Pelargonium","inquinans","","","(L.) L'Hér.","","(L.) L'Hér.","","Pelargonium inquinans (L.) L'Hér.","Pelargonium inquinans (L.) L'Hér.","Pelargonium inquinans (L.) L'Hér.","Pelargonium inquinans","Pelargonium inquinans",12402,1993,"Geraniaceae","","","","","","","","","","",1,""
351,"Lagerstroemia","indica","","","L.","","L.","","Lagerstroemia indica L.","Lagerstroemia indica L.","Lagerstroemia indica L.","Lagerstroemia indica","Lagerstroemia indica",9993,1996,"Lythraceae","","","Arc.","","","","","","","",1,"1"
352,"Lagerstroemia","indica","f.","alba","L.","(W.A.Nicholson) Rehder","(W.A.Nicholson) Rehder","","Lagerstroemia indica L. forma alba (W. A. Nicholson) Rehder","Lagerstroemia indica f. alba (W.A.Nicholson) Rehder","Lagerstroemia indica f. alba (W.A.Nicholson) Rehder","Lagerstroemia indica f. alba","Lagerstroemia indica f. alba",9994,1997,"Lythraceae","","","","","","","","","","",1,""
353,"Punica","granatum","","","L.","","L.","","Punica granatum L.","Punica granatum L.","Punica granatum L.","Punica granatum","Punica granatum",14099,2000,"Lythraceae","","","","","","","","","","",1,""
354,"Callistemon","speciosus","","","(Sims) Sweet","","(Sims) Sweet","","Callistemon speciosus (Sims) Sweet","Callistemon speciosus (Sims) Sweet","Callistemon speciosus (Sims) Sweet","Callistemon speciosus","Callistemon speciosus",2677,2014,"Myrtaceae","","","","","","","","","","",1,""
